Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 03 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 03 - Лиценца]"
bus<br/>[Set 03 - Nouns],<b>а</b>втобус<br/>[Сет 03 - Именки]
allergy<br/>[Set 03 - Nouns],ал<b>е</b>ргија<br/>[Сет 03 - Именки]
burek (meat or cheese filled pastry)<br/>[Set 03 - Nouns],б<b>у</b>рек<br/>[Сет 03 - Именки]
weekend<br/>[Set 03 - Nouns],в<b>и</b>кенд<br/>[Сет 03 - Именки]
train<br/>[Set 03 - Nouns],воз<br/>[Сет 03 - Именки]
time; weather<br/>[Set 03 - Nouns],вр<b>е</b>ме<br/>[Сет 03 - Именки]
geography<br/>[Set 03 - Nouns],геогр<b>а</b>фија<br/>[Сет 03 - Именки]
day<br/>[Set 03 - Nouns],ден<br/>[Сет 03 - Именки]
home<br/>[Set 03 - Nouns],дом<br/>[Сет 03 - Именки]
house pet<br/>[Set 03 - Nouns],д<b>о</b>машно мил<b>е</b>ниче<br/>[Сет 03 - Именки]
winter<br/>[Set 03 - Nouns],з<b>и</b>ма<br/>[Сет 03 - Именки]
history<br/>[Set 03 - Nouns],ист<b>о</b>рија<br/>[Сет 03 - Именки]
historian<br/>[Set 03 - Nouns],ист<b>о</b>ричар<br/>[Сет 03 - Именки]
café<br/>[Set 03 - Nouns],к<b>а</b>фанче<br/>[Сет 03 - Именки]
"café, pub, bar<br/>[Set 03 - Nouns]",каф<b>е</b>ана<br/>[Сет 03 - Именки]
bookstore<br/>[Set 03 - Nouns],книж<b>а</b>рница<br/>[Сет 03 - Именки]
car<br/>[Set 03 - Nouns],к<b>о</b>ла<br/>[Сет 03 - Именки]
"colleague, coworker, classmate<br/>[Set 03 - Nouns]","кол<b>е</b>га (м.), кол<b>е</b>шка<br/>[Сет 03 - Именки]"
computer<br/>[Set 03 - Nouns],компј<b>у</b>тер<br/>[Сет 03 - Именки]
dog<br/>[Set 03 - Nouns],к<b>у</b>че<br/>[Сет 03 - Именки]
summer<br/>[Set 03 - Nouns],л<b>е</b>то<br/>[Сет 03 - Именки]
mom<br/>[Set 03 - Nouns],м<b>а</b>ма<br/>[Сет 03 - Именки]
table<br/>[Set 03 - Nouns],м<b>а</b>са<br/>[Сет 03 - Именки]
mathematics<br/>[Set 03 - Nouns],матем<b>а</b>тика<br/>[Сет 03 - Именки]
cat<br/>[Set 03 - Nouns],м<b>а</b>чка<br/>[Сет 03 - Именки]
"foot, leg<br/>[Set 03 - Nouns]",н<b>о</b>га (мн. н<b>о</b>зе)<br/>[Сет 03 - Именки]
letter<br/>[Set 03 - Nouns],п<b>и</b>смо<br/>[Сет 03 - Именки]
greeting<br/>[Set 03 - Nouns],п<b>о</b>здрав<br/>[Сет 03 - Именки]
message; email<br/>[Set 03 - Nouns],порака<br/>[Сет 03 - Именки]
friend (male/female)<br/>[Set 03 - Nouns],пр<b>и</b>јател/приј<b>а</b>телка<br/>[Сет 03 - Именки]
"hand, arm<br/>[Set 03 - Nouns]",р<b>а</b>ка (мн. р<b>а</b>це)<br/>[Сет 03 - Именки]
parent<br/>[Set 03 - Nouns],р<b>о</b>дител<br/>[Сет 03 - Именки]
novel<br/>[Set 03 - Nouns],р<b>о</b>ман<br/>[Сет 03 - Именки]
son<br/>[Set 03 - Nouns],син<br/>[Сет 03 - Именки]
specialty<br/>[Set 03 - Nouns],специјалит<b>е</b>т<br/>[Сет 03 - Именки]
foreigner<br/>[Set 03 - Nouns],стр<b>а</b>нец<br/>[Сет 03 - Именки]
taxi<br/>[Set 03 - Nouns],т<b>а</b>кси (с)<br/>[Сет 03 - Именки]
dad<br/>[Set 03 - Nouns],т<b>а</b>то<br/>[Сет 03 - Именки]
aunt<br/>[Set 03 - Nouns],т<b>е</b>тка<br/>[Сет 03 - Именки]
tourist<br/>[Set 03 - Nouns],тур<b>и</b>ст<br/>[Сет 03 - Именки]
pickled foods; preserves<br/>[Set 03 - Nouns],т<b>у</b>ршија<br/>[Сет 03 - Именки]
daughter<br/>[Set 03 - Nouns],ќ<b>е</b>рка<br/>[Сет 03 - Именки]
textbook<br/>[Set 03 - Nouns],<b>у</b>чебник<br/>[Сет 03 - Именки]
school<br/>[Set 03 - Nouns],уч<b>и</b>лиште<br/>[Сет 03 - Именки]
faculty of tourism<br/>[Set 03 - Nouns],Факулт<b>е</b>т за туризам<br/>[Сет 03 - Именки]
