Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 01 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 01 - Лиценца]"
Australian (male/female)<br/>[Set 01 - Nouns],"Австр<b>а</b>лиец, Австр<b>а</b>лијка<br/>[Сет 01 - Именки]"
Australians<br/>[Set 01 - Nouns],Австр<b>а</b>лијци<br/>[Сет 01 - Именки]
lawyer<br/>[Set 01 - Nouns],адвок<b>а</b>т (м)<br/>[Сет 01 - Именки]
American (male/female)<br/>[Set 01 - Nouns],"Амер<b>и</b>кан<u>е</u>ц, Амер<b>и</b>канка<br/>[Сет 01 - Именки]"
Americans<br/>[Set 01 - Nouns],Амер<b>и</b>канци<br/>[Сет 01 - Именки]
England<br/>[Set 01 - Nouns],<b>А</b>нглија<br/>[Сет 01 - Именки]
English (male/female)<br/>[Set 01 - Nouns],"Англ<b>и</b>чанец, Англ<b>и</b>чанка<br/>[Сет 01 - Именки]"
drugstore<br/>[Set 01 - Nouns],<b>а</b>птека<br/>[Сет 01 - Именки]
architect<br/>[Set 01 - Nouns],архит<b>е</b>кт<br/>[Сет 01 - Именки]
grandmother<br/>[Set 01 - Nouns],б<b>а</b>ба<br/>[Сет 01 - Именки]
whiteboard<br/>[Set 01 - Nouns],б<b>е</b>ла т<b>а</b>бла<br/>[Сет 01 - Именки]
brother<br/>[Set 01 - Nouns],брат<br/>[Сет 01 - Именки]
door<br/>[Set 01 - Nouns],вр<b>а</b>та<br/>[Сет 01 - Именки]
city<br/>[Set 01 - Nouns],град<br/>[Сет 01 - Именки]
eraser; rubber<br/>[Set 01 - Nouns],г<b>у</b>ма<br/>[Сет 01 - Именки]
grandfather<br/>[Set 01 - Nouns],д<b>е</b>до<br/>[Сет 01 - Именки]
country<br/>[Set 01 - Nouns],з<b>е</b>мја<br/>[Сет 01 - Именки]
name<br/>[Set 01 - Nouns],<b>и</b>ме<br/>[Сет 01 - Именки]
engineer<br/>[Set 01 - Nouns],инжен<b>е</b>р<br/>[Сет 01 - Именки]
Canadian (male/female)<br/>[Set 01 - Nouns],"Кан<b>а</b>ѓанец, Кан<b>а</b>ѓанка<br/>[Сет 01 - Именки]"
Canadians<br/>[Set 01 - Nouns],Кан<b>а</b>ѓани<br/>[Сет 01 - Именки]
movie theatre<br/>[Set 01 - Nouns],к<b>и</b>но<br/>[Сет 01 - Именки]
"school desk, bench<br/>[Set 01 - Nouns]",кл<b>у</b>па<br/>[Сет 01 - Именки]
chalk<br/>[Set 01 - Nouns],кр<b>е</b>да<br/>[Сет 01 - Именки]
doctor (male/female)<br/>[Set 01 - Nouns],л<b>е</b>кар/л<b>е</b>карка<br/>[Сет 01 - Именки]
