Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 09 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 09 - Лиценца]"
misfortune<br/>[Set 09 - Nouns],б<b>е</b>ља<br/>[Сет 09 - Именки]
windbreaker<br/>[Set 09 - Nouns],в<b>е</b>тровка<br/>[Сет 09 - Именки]
"WC (water closet), bathroom<br/>[Set 09 - Nouns]",в<b>е</b>це<br/>[Сет 09 - Именки]
wolf<br/>[Set 09 - Nouns],волк (мн. в<b>о</b>лци)<br/>[Сет 09 - Именки]
thunder<br/>[Set 09 - Nouns],грмеж<br/>[Сет 09 - Именки]
rain<br/>[Set 09 - Nouns],дожд<br/>[Сет 09 - Именки]
tree<br/>[Set 09 - Nouns],дрво (мн. дрвја)<br/>[Сет 09 - Именки]
autumn<br/>[Set 09 - Nouns],<b>е</b>сен (ж)<br/>[Сет 09 - Именки]
animal<br/>[Set 09 - Nouns],ж<b>и</b>вотно (мн. ж<b>и</b>вотни)<br/>[Сет 09 - Именки]
"ground, earth; country<br/>[Set 09 - Nouns]",з<b>е</b>мја<br/>[Сет 09 - Именки]
hat<br/>[Set 09 - Nouns],к<b>а</b>па<br/>[Сет 09 - Именки]
overcoat<br/>[Set 09 - Nouns],к<b>а</b>пут<br/>[Сет 09 - Именки]
short story<br/>[Set 09 - Nouns],кус р<b>а</b>сказ<br/>[Сет 09 - Именки]
summer vacation<br/>[Set 09 - Nouns],лет<b>у</b>вање<br/>[Сет 09 - Именки]
fog<br/>[Set 09 - Nouns],м<b>а</b>гла<br/>[Сет 09 - Именки]
raincoat<br/>[Set 09 - Nouns],м<b>а</b>нтил за дожд<br/>[Сет 09 - Именки]
"shawl, scarf, kerchief<br/>[Set 09 - Nouns]",м<b>а</b>рама<br/>[Сет 09 - Именки]
lightening<br/>[Set 09 - Nouns],м<b>о</b>лња<br/>[Сет 09 - Именки]
sky<br/>[Set 09 - Nouns],н<b>е</b>бо<br/>[Сет 09 - Именки]
cloud<br/>[Set 09 - Nouns],<b>о</b>блак<br/>[Сет 09 - Именки]
story<br/>[Set 09 - Nouns],пр<b>и</b>казна<br/>[Сет 09 - Именки]
spring<br/>[Set 09 - Nouns],пр<b>о</b>лет (ж) (пр<b>о</b>летта)<br/>[Сет 09 - Именки]
mitten<br/>[Set 09 - Nouns],рак<b>а</b>вица<br/>[Сет 09 - Именки]
order<br/>[Set 09 - Nouns],ред<br/>[Сет 09 - Именки]
snow<br/>[Set 09 - Nouns],снег<br/>[Сет 09 - Именки]
sun<br/>[Set 09 - Nouns],с<b>о</b>нце<br/>[Сет 09 - Именки]
umbrella<br/>[Set 09 - Nouns],ч<b>а</b>дор<br/>[Сет 09 - Именки]
pocket<br/>[Set 09 - Nouns],џеб<br/>[Сет 09 - Именки]
scarf<br/>[Set 09 - Nouns],шал<br/>[Сет 09 - Именки]
cup<br/>[Set 09 - Nouns],ш<b>о</b>лја<br/>[Сет 09 - Именки]
this type<br/>[Set 09 - Adjectives],в<b>а</b>к<u>о</u>в<br/>[Сет 09 - Придавки]
boring<br/>[Set 09 - Adjectives],д<b>о</b>сад<u>е</u>н<br/>[Сет 09 - Придавки]
hot<br/>[Set 09 - Adjectives],ж<b>е</b>ж<u>о</u>к (ж<b>е</b>шкa)<br/>[Сет 09 - Придавки]
short<br/>[Set 09 - Adjectives],кус<br/>[Сет 09 - Придавки]
dark; overcast<br/>[Set 09 - Adjectives],мр<b>а</b>ч<u>е</u>н<br/>[Сет 09 - Придавки]
cloudy<br/>[Set 09 - Adjectives],<b>о</b>блач<u>е</u>н<br/>[Сет 09 - Придавки]
that type<br/>[Set 09 - Adjectives],<b>о</b>нак<u>о</u>в<br/>[Сет 09 - Придавки]
alone; single<br/>[Set 09 - Adjectives],сам<br/>[Сет 09 - Придавки]
grey<br/>[Set 09 - Adjectives],сив<br/>[Сет 09 - Придавки]
blue<br/>[Set 09 - Adjectives],син<br/>[Сет 09 - Придавки]
weak; thin; light rain<br/>[Set 09 - Adjectives],слаб; слаб дожд<br/>[Сет 09 - Придавки]
cold<br/>[Set 09 - Adjectives],ст<b>у</b>ден<br/>[Сет 09 - Придавки]
dry<br/>[Set 09 - Adjectives],сув<br/>[Сет 09 - Придавки]
such a type<br/>[Set 09 - Adjectives],т<b>а</b>к<u>о</u>в<br/>[Сет 09 - Придавки]
dark; cloudy<br/>[Set 09 - Adjectives],т<b>е</b>м<u>е</u>н<br/>[Сет 09 - Придавки]
warm<br/>[Set 09 - Adjectives],т<b>о</b>п<u>о</u>л<br/>[Сет 09 - Придавки]
"whole, entire<br/>[Set 09 - Adjectives]",цел<br/>[Сет 09 - Придавки]
call<br/>[Set 09 - Verbs],вика/в<b>и</b>кне<br/>[Сет 09 - Глаголи]
"rain, snow<br/>[Set 09 - Verbs]",врне/з<b>а</b>врне<br/>[Сет 09 - Глаголи]
approach<br/>[Set 09 - Verbs],се добл<b>и</b>жува/се д<b>о</b>ближи<br/>[Сет 09 - Глаголи]
take<br/>[Set 09 - Verbs],"з<b>е</b>ма/з<b>е</b>ме (а. з<b>е</b>дов, з<b>е</b>де)<br/>[Сет 09 - Глаголи]"
"lease, hire, rent<br/>[Set 09 - Verbs]",изн<b>а</b>јмува/<b>и</b>знајми<br/>[Сет 09 - Глаголи]
lie<br/>[Set 09 - Verbs],л<b>е</b>жи<br/>[Сет 09 - Глаголи]
be frightened<br/>[Set 09 - Verbs],се пл<b>а</b>ши/се <b>и</b>сплаши<br/>[Сет 09 - Глаголи]
ask<br/>[Set 09 - Verbs],пр<b>а</b>шува/пр<b>а</b>ша к<b>о</b>го<br/>[Сет 09 - Глаголи]
"stop, cease<br/>[Set 09 - Verbs]",прест<b>а</b>нува/пр<b>е</b>стане<br/>[Сет 09 - Глаголи]
"let, permit<br/>[Set 09 - Verbs]",п<b>у</b>шта/п<b>у</b>шти<br/>[Сет 09 - Глаголи]
"tell a story, narrate an event<br/>[Set 09 - Verbs]",раск<b>а</b>жува/р<b>а</b>скаже<br/>[Сет 09 - Глаголи]
throw<br/>[Set 09 - Verbs],фрла/фрли<br/>[Сет 09 - Глаголи]
in this manner<br/>[Set 09 - Adverbs],в<b>а</b>ка<br/>[Сет 09 - Прилози]
"this way, hither<br/>[Set 09 - Adverbs]",в<b>а</b>му<br/>[Сет 09 - Прилози]
inside<br/>[Set 09 - Adverbs],вн<b>а</b>тре<br/>[Сет 09 - Прилози]
this size<br/>[Set 09 - Adverbs],(в)<b>о</b>лкав<br/>[Сет 09 - Прилози]
this amount<br/>[Set 09 - Adverbs],(в)<b>о</b>лку<br/>[Сет 09 - Прилози]
how many<br/>[Set 09 - Adverbs],к<b>о</b>лку<br/>[Сет 09 - Прилози]
"so many, how many<br/>[Set 09 - Adverbs]",колк<b>у</b>мина<br/>[Сет 09 - Прилози]
"forward, ahead<br/>[Set 09 - Adverbs]",н<b>а</b>пред<br/>[Сет 09 - Прилози]
somewhere<br/>[Set 09 - Adverbs],н<b>е</b>каде<br/>[Сет 09 - Прилози]
somehow<br/>[Set 09 - Adverbs],н<b>е</b>како<br/>[Сет 09 - Прилози]
never<br/>[Set 09 - Adverbs],н<b>и</b>когаш<br/>[Сет 09 - Прилози]
long ago; for a long time<br/>[Set 09 - Adverbs],<b>о</b>дамна<br/>[Сет 09 - Прилози]
in that manner<br/>[Set 09 - Adverbs],<b>о</b>нака<br/>[Сет 09 - Прилози]
that type<br/>[Set 09 - Adverbs],<b>о</b>наков<br/>[Сет 09 - Прилози]
"that way, thither<br/>[Set 09 - Adverbs]",<b>о</b>наму<br/>[Сет 09 - Прилози]
over there<br/>[Set 09 - Adverbs],<b>о</b>нде<br/>[Сет 09 - Прилози]
that amount<br/>[Set 09 - Adverbs],<b>о</b>нолку<br/>[Сет 09 - Прилози]
earlier<br/>[Set 09 - Adverbs],п<b>о</b>рано<br/>[Сет 09 - Прилози]
constantly<br/>[Set 09 - Adverbs],пост<b>о</b>јано<br/>[Сет 09 - Прилози]
last night<br/>[Set 09 - Adverbs],с<b>и</b>ноќа<br/>[Сет 09 - Прилози]
"then, at that time<br/>[Set 09 - Adverbs]",т<b>о</b>гаш<br/>[Сет 09 - Прилози]
such a type<br/>[Set 09 - Adverbs],т<b>о</b>лкав<br/>[Сет 09 - Прилози]
"so much, so many<br/>[Set 09 - Adverbs]",т<b>о</b>лку<br/>[Сет 09 - Прилози]
often<br/>[Set 09 - Adverbs],ч<b>е</b>сто<br/>[Сет 09 - Прилози]
and so<br/>[Set 09 - Conjunction],та<br/>[Сет 09 - Сврзник]
let<br/>[Set 09 - Other words],н<b>е</b>ка<br/>[Сет 09 - Други зборови]
not even<br/>[Set 09 - Other words],н<b>и</b>ту<br/>[Сет 09 - Други зборови]
