Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 05 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 05 - Лиценца]"
"The Balkans, the Balkan peninsula<br/>[Set 05 - Nouns]",Б<b>а</b>лкан<br/>[Сет 05 - Именки]
viola<br/>[Set 05 - Nouns],ви<b>о</b>ла<br/>[Сет 05 - Именки]
violin<br/>[Set 05 - Nouns],виол<b>и</b>на<br/>[Сет 05 - Именки]
cello<br/>[Set 05 - Nouns],виол<b>о</b>нчело<br/>[Сет 05 - Именки]
gajda (bagpipe)<br/>[Set 05 - Nouns],г<b>а</b>јда<br/>[Сет 05 - Именки]
guitar<br/>[Set 05 - Nouns],г<b>и</b>тара<br/>[Сет 05 - Именки]
friend<br/>[Set 05 - Nouns],др<b>у</b>гар/др<b>у</b>гарка<br/>[Сет 05 - Именки]
euro<br/>[Set 05 - Nouns],<b>е</b>вро<br/>[Сет 05 - Именки]
entertainment<br/>[Set 05 - Nouns],з<b>а</b>бава<br/>[Сет 05 - Именки]
zurla (doublereed instrument)<br/>[Set 05 - Nouns],з<b>у</b>рла<br/>[Сет 05 - Именки]
choice<br/>[Set 05 - Nouns],<b>и</b>збор<br/>[Сет 05 - Именки]
instrument<br/>[Set 05 - Nouns],инструм<b>е</b>нт<br/>[Сет 05 - Именки]
internet<br/>[Set 05 - Nouns],<b>и</b>нтернет<br/>[Сет 05 - Именки]
kaval (endblown flute)<br/>[Set 05 - Nouns],к<b>а</b>вал<br/>[Сет 05 - Именки]
country music<br/>[Set 05 - Nouns],к<b>а</b>нтри м<b>у</b>зика<br/>[Сет 05 - Именки]
piano<br/>[Set 05 - Nouns],кл<b>а</b>вир<br/>[Сет 05 - Именки]
clarinet<br/>[Set 05 - Nouns],кларин<b>е</b>т<br/>[Сет 05 - Именки]
concert<br/>[Set 05 - Nouns],к<b>о</b>нцерт<br/>[Сет 05 - Именки]
place<br/>[Set 05 - Nouns],м<b>е</b>сто<br/>[Сет 05 - Именки]
music<br/>[Set 05 - Nouns],м<b>у</b>зика<br/>[Сет 05 - Именки]
jewelry<br/>[Set 05 - Nouns],н<b>а</b>кит<br/>[Сет 05 - Именки]
