Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 15 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 15 - Лиценца]"
pearl<br/>[Set 15 - Nouns],б<b>и</b>сер<br/>[Сет 15 - Именки]
childhood<br/>[Set 15 - Nouns],д<b>е</b>тство<br/>[Сет 15 - Именки]
experience<br/>[Set 15 - Nouns],дожив<b>у</b>вање<br/>[Сет 15 - Именки]
soul<br/>[Set 15 - Nouns],д<b>у</b>ша<br/>[Сет 15 - Именки]
earthquake<br/>[Set 15 - Nouns],з<b>е</b>мјотрес<br/>[Сет 15 - Именки]
small cafe<br/>[Set 15 - Nouns],к<b>а</b>фуле<br/>[Сет 15 - Именки]
groom [plural may refer to bride and groom]<br/>[Set 15 - Nouns],млад<b>о</b>женец<br/>[Сет 15 - Именки]
youth<br/>[Set 15 - Nouns],мл<b>а</b>дост (ж)<br/>[Сет 15 - Именки]
nostalgia<br/>[Set 15 - Nouns],ност<b>а</b>лгија<br/>[Сет 15 - Именки]
sheep<br/>[Set 15 - Nouns],<b>о</b>вца<br/>[Сет 15 - Именки]
going; walking<br/>[Set 15 - Nouns],<b>о</b>дење<br/>[Сет 15 - Именки]
"bosom, breast<br/>[Set 15 - Nouns]",п<b>а</b>зува<br/>[Сет 15 - Именки]
cave<br/>[Set 15 - Nouns],п<b>е</b>штера<br/>[Сет 15 - Именки]
"shrill sound; screech, scream<br/>[Set 15 - Nouns]",п<b>и</b>скот<br/>[Сет 15 - Именки]
"view, sight, outlook<br/>[Set 15 - Nouns]",п<b>о</b>глед<br/>[Сет 15 - Именки]
help<br/>[Set 15 - Nouns],п<b>о</b>мош (ж)<br/>[Сет 15 - Именки]
product<br/>[Set 15 - Nouns],пр<b>о</b>извод<br/>[Сет 15 - Именки]
hill<br/>[Set 15 - Nouns],рид<br/>[Сет 15 - Именки]
candle<br/>[Set 15 - Nouns],св<b>е</b>ќа<br/>[Сет 15 - Именки]
hay<br/>[Set 15 - Nouns],с<b>е</b>но<br/>[Сет 15 - Именки]
"reminiscence, recollection<br/>[Set 15 - Nouns]",сеќ<b>а</b>вање<br/>[Сет 15 - Именки]
synagogue<br/>[Set 15 - Nouns],синаг<b>о</b>га<br/>[Сет 15 - Именки]
sunflower<br/>[Set 15 - Nouns],с<b>о</b>нчоглед<br/>[Сет 15 - Именки]
"hayrick, haystack<br/>[Set 15 - Nouns]",ст<b>о</b>г (с<b>е</b>но)<br/>[Сет 15 - Именки]
course<br/>[Set 15 - Nouns],тек<br/>[Сет 15 - Именки]
company<br/>[Set 15 - Nouns],ф<b>и</b>рма<br/>[Сет 15 - Именки]
