Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 07 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 07 - Лиценца]"
library<br/>[Set 07 - Nouns],библи<b>о</b>тека<br/>[Сет 07 - Именки]
biology<br/>[Set 07 - Nouns],биол<b>о</b>гија<br/>[Сет 07 - Именки]
Christmas<br/>[Set 07 - Nouns],Б<b>о</b>жиќ<br/>[Сет 07 - Именки]
"exercise, drill<br/>[Set 07 - Nouns]",в<b>е</b>жба<br/>[Сет 07 - Именки]
high school<br/>[Set 07 - Nouns],гимн<b>а</b>зија<br/>[Сет 07 - Именки]
December<br/>[Set 07 - Nouns],дек<b>е</b>мври (м)<br/>[Сет 07 - Именки]
document<br/>[Set 07 - Nouns],д<b>о</b>кумент<br/>[Сет 07 - Именки]
homework<br/>[Set 07 - Nouns],д<b>о</b>машна р<b>а</b>бота<br/>[Сет 07 - Именки]
friend (diminutive)<br/>[Set 07 - Nouns],др<b>у</b>гарче<br/>[Сет 07 - Именки]
friendship<br/>[Set 07 - Nouns],др<b>у</b>жење<br/>[Сет 07 - Именки]
company<br/>[Set 07 - Nouns],др<b>у</b>штво<br/>[Сет 07 - Именки]
explosion<br/>[Set 07 - Nouns],експл<b>о</b>зија<br/>[Сет 07 - Именки]
"sorrow, pity<br/>[Set 07 - Nouns]",жал<br/>[Сет 07 - Именки]
dance<br/>[Set 07 - Nouns],<b>и</b>гранка<br/>[Сет 07 - Именки]
the future<br/>[Set 07 - Nouns],<b>и</b>днина<br/>[Сет 07 - Именки]
test<br/>[Set 07 - Nouns],<b>и</b>спит<br/>[Сет 07 - Именки]
rent<br/>[Set 07 - Nouns],к<b>и</b>рија<br/>[Сет 07 - Именки]
midyear exam<br/>[Set 07 - Nouns],кол<b>о</b>квиум<br/>[Сет 07 - Именки]
course<br/>[Set 07 - Nouns],курс (мн. к<b>у</b>рсеви)<br/>[Сет 07 - Именки]
literature<br/>[Set 07 - Nouns],литерат<b>у</b>ра<br/>[Сет 07 - Именки]
Nova Scotia<br/>[Set 07 - Nouns],Н<b>о</b>ва Шк<b>о</b>тска<br/>[Сет 07 - Именки]
education<br/>[Set 07 - Nouns],образ<b>о</b>вание<br/>[Сет 07 - Именки]
"class, grade in school<br/>[Set 07 - Nouns]",одд<b>е</b>ление<br/>[Сет 07 - Именки]
primary school<br/>[Set 07 - Nouns],<b>о</b>сновно уч<b>и</b>лиште<br/>[Сет 07 - Именки]
coin<br/>[Set 07 - Nouns],п<b>а</b>ричка<br/>[Сет 07 - Именки]
"present, gift<br/>[Set 07 - Nouns]",п<b>о</b>дарок<br/>[Сет 07 - Именки]
invitation<br/>[Set 07 - Nouns],п<b>о</b>кана<br/>[Сет 07 - Именки]
politics<br/>[Set 07 - Nouns],п<b>о</b>литика<br/>[Сет 07 - Именки]
political science<br/>[Set 07 - Nouns],пол<b>и</b>тички н<b>а</b>уки<br/>[Сет 07 - Именки]
postgraduate study<br/>[Set 07 - Nouns],постд<b>и</b>пломски ст<b>у</b>дии<br/>[Сет 07 - Именки]
law<br/>[Set 07 - Nouns],пр<b>а</b>вo<br/>[Сет 07 - Именки]
lecture<br/>[Set 07 - Nouns],ред<b>а</b>вање<br/>[Сет 07 - Именки]
subject<br/>[Set 07 - Nouns],пр<b>е</b>дмет<br/>[Сет 07 - Именки]
presentation<br/>[Set 07 - Nouns],презент<b>а</b>ција<br/>[Сет 07 - Именки]
performance<br/>[Set 07 - Nouns],пр<b>е</b>тстава<br/>[Сет 07 - Именки]
application<br/>[Set 07 - Nouns],п<b>р</b>ијава<br/>[Сет 07 - Именки]
difference<br/>[Set 07 - Nouns],р<b>а</b>злика<br/>[Сет 07 - Именки]
vacation; school break<br/>[Set 07 - Nouns],р<b>а</b>спуст<br/>[Сет 07 - Именки]
religion<br/>[Set 07 - Nouns],рел<b>и</b>гија<br/>[Сет 07 - Именки]
Saturday<br/>[Set 07 - Nouns],с<b>а</b>бота<br/>[Сет 07 - Именки]
"hall (music, sports, conferences, etc)<br/>[Set 07 - Nouns]",с<b>а</b>ла<br/>[Сет 07 - Именки]
"sarma (stuffed vegetables, e.g. cabbage or grape leaves)<br/>[Set 07 - Nouns]",с<b>а</b>рма<br/>[Сет 07 - Именки]
world<br/>[Set 07 - Nouns],свет<br/>[Сет 07 - Именки]
system<br/>[Set 07 - Nouns],с<b>и</b>стем<br/>[Сет 07 - Именки]
sociology<br/>[Set 07 - Nouns],социол<b>о</b>гија<br/>[Сет 07 - Именки]
high school<br/>[Set 07 - Nouns],ср<b>е</b>дно уч<b>и</b>лиште<br/>[Сет 07 - Именки]
fellowship award<br/>[Set 07 - Nouns],стип<b>е</b>ндија<br/>[Сет 07 - Именки]
dormitory<br/>[Set 07 - Nouns],студ<b>е</b>нтски дом<br/>[Сет 07 - Именки]
"study, project; studies<br/>[Set 07 - Nouns]",ст<b>у</b>дија; ст<b>у</b>дии<br/>[Сет 07 - Именки]
test<br/>[Set 07 - Nouns],тест<br/>[Сет 07 - Именки]
university<br/>[Set 07 - Nouns],универзит<b>е</b>т<br/>[Сет 07 - Именки]
studying<br/>[Set 07 - Nouns],уч<b>е</b>ње<br/>[Сет 07 - Именки]
faculty of architecture<br/>[Set 07 - Nouns],факулт<b>е</b>т архитект<b>о</b>нски<br/>[Сет 07 - Именки]
faculty of engineering<br/>[Set 07 - Nouns],факулт<b>е</b>т гр<b>а</b>дежен<br/>[Сет 07 - Именки]
faculty of economics<br/>[Set 07 - Nouns],факулт<b>е</b>т eкон<b>о</b>мски<br/>[Сет 07 - Именки]
faculty of agriculture<br/>[Set 07 - Nouns],факулт<b>е</b>т земј<b>о</b>делски<br/>[Сет 07 - Именки]
faculty of mechanical engineering<br/>[Set 07 - Nouns],факулт<b>е</b>т м<b>а</b>шински<br/>[Сет 07 - Именки]
faculty of medicine<br/>[Set 07 - Nouns],факулт<b>е</b>т медиц<b>и</b>нски<br/>[Сет 07 - Именки]
faculty of law<br/>[Set 07 - Nouns],факулт<b>е</b>т пр<b>а</b>вен<br/>[Сет 07 - Именки]
faculty of dentistry<br/>[Set 07 - Nouns],факулт<b>е</b>т стоматол<b>о</b>шки<br/>[Сет 07 - Именки]
faculty of physical education<br/>[Set 07 - Nouns],факулт<b>е</b>т ф<b>и</b>зичка к<b>у</b>лтура<br/>[Сет 07 - Именки]
faculty of philology (languages and literature)<br/>[Set 07 - Nouns],факулт<b>е</b>т филол<b>о</b>шки<br/>[Сет 07 - Именки]
faculty of dramatic arts<br/>[Set 07 - Nouns],факулт<b>е</b>т за др<b>а</b>мски ум<b>е</b>тности<br/>[Сет 07 - Именки]
faculty of information technologies<br/>[Set 07 - Nouns],факулт<b>е</b>т за информ<b>а</b>циски технол<b>о</b>гии<br/>[Сет 07 - Именки]
faculty of fine arts<br/>[Set 07 - Nouns],факулт<b>е</b>т за л<b>и</b>ковни ум<b>е</b>тности<br/>[Сет 07 - Именки]
faculty of music<br/>[Set 07 - Nouns],факулт<b>е</b>т за <b>м</b>узичка ум<b>е</b>тност<br/>[Сет 07 - Именки]
pharmacy<br/>[Set 07 - Nouns],фарм<b>а</b>ција<br/>[Сет 07 - Именки]
February<br/>[Set 07 - Nouns],февру<b>а</b>ри (м)<br/>[Сет 07 - Именки]
physics<br/>[Set 07 - Nouns],ф<b>и</b>зика<br/>[Сет 07 - Именки]
philosophy<br/>[Set 07 - Nouns],филоз<b>о</b>фија<br/>[Сет 07 - Именки]
physical education<br/>[Set 07 - Nouns],фискулт<b>у</b>ра<br/>[Сет 07 - Именки]
chemistry<br/>[Set 07 - Nouns],х<b>е</b>мија<br/>[Сет 07 - Именки]
humanities<br/>[Set 07 - Nouns],хуман<b>и</b>тарни н<b>а</b>уки<br/>[Сет 07 - Именки]
roommate<br/>[Set 07 - Nouns],ц<b>и</b>мер(ка)<br/>[Сет 07 - Именки]
hour; class<br/>[Set 07 - Nouns],час<br/>[Сет 07 - Именки]
chance<br/>[Set 07 - Nouns],ш<b>а</b>нса<br/>[Сет 07 - Именки]
twentieth<br/>[Set 07 - Adjectives],два<b>е</b>сетти<br/>[Сет 07 - Придавки]
busy; occupied<br/>[Set 07 - Adjectives],з<b>а</b>фатен<br/>[Сет 07 - Придавки]
winter<br/>[Set 07 - Adjectives],з<b>и</b>мски<br/>[Сет 07 - Придавки]
easy<br/>[Set 07 - Adjectives],л<b>е</b>с<u>е</u>н<br/>[Сет 07 - Придавки]
summer<br/>[Set 07 - Adjectives],л<b>е</b>т<u>е</u>н<br/>[Сет 07 - Придавки]
past<br/>[Set 07 - Adjectives],м<b>и</b>нат<br/>[Сет 07 - Придавки]
"usual, normal<br/>[Set 07 - Adjectives]",<b>о</b>бич<u>е</u>н<br/>[Сет 07 - Придавки]
written<br/>[Set 07 - Adjectives],п<b>и</b>см<u>е</u>н<br/>[Сет 07 - Придавки]
special; separate<br/>[Set 07 - Adjectives],п<b>о</b>себ<u>е</u>н<br/>[Сет 07 - Придавки]
law<br/>[Set 07 - Adjectives],пр<b>а</b>в<u>е</u>н<br/>[Сет 07 - Придавки]
holiday; festive<br/>[Set 07 - Adjectives],пр<b>а</b>знич<u>e</u>н<br/>[Сет 07 - Придавки]
admitted; accepted<br/>[Set 07 - Adjectives],пр<b>и</b>мен<br/>[Сет 07 - Придавки]
"(un)fortunate, (un)lucky, (un)happy<br/>[Set 07 - Adjectives]","ср<b>е</b>ќ<u>е</u>н, н<b>е</b>среќ<u>е</u>н<br/>[Сет 07 - Придавки]"
"such, that kind of<br/>[Set 07 - Adjectives]",т<b>а</b>к<u>о</u>в<br/>[Сет 07 - Придавки]
oral<br/>[Set 07 - Adjectives],"<b>у</b>ст<u>е</u>н, <b>у</b>сна, <b>у</b>сно, <b>у</b>сни<br/>[Сет 07 - Придавки]"
polite<br/>[Set 07 - Adjectives],<b>у</b>чтив<br/>[Сет 07 - Придавки]
pharmacy [department]<br/>[Set 07 - Adjectives],фармац<b>е</b>втски [факулт<b>е</b>т]<br/>[Сет 07 - Придавки]
philosophy<br/>[Set 07 - Adjectives],фил<b>о</b>зофски<br/>[Сет 07 - Придавки]
philological (language and literature)<br/>[Set 07 - Adjectives],филол<b>о</b>шки<br/>[Сет 07 - Придавки]
"strange, curious<br/>[Set 07 - Adjectives]",ч<b>у</b>д<u>е</u>н<br/>[Сет 07 - Придавки]
forestry<br/>[Set 07 - Adjectives],ш<b>у</b>марски<br/>[Сет 07 - Придавки]
to show (e.g. a movie)<br/>[Set 07 - Verbs],се д<b>а</b>ва impf.<br/>[Сет 07 - Глаголи]
receive<br/>[Set 07 - Verbs],"д<b>о</b>бива/д<b>о</b>бие (а. добив, доби)<br/>[Сет 07 - Глаголи]"
find out<br/>[Set 07 - Verbs],"д<b>о</b>знава/д<b>о</b>знае (а. дознав, дозна)<br/>[Сет 07 - Глаголи]"
experiment<br/>[Set 07 - Verbs],експеримент<b>и</b>ра<br/>[Сет 07 - Глаголи]
"be entertained, have fun<br/>[Set 07 - Verbs]",се заб<b>а</b>вува<br/>[Сет 07 - Глаголи]
