Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 14 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 14 - Лиценца]"
bouquet<br/>[Set 14 - Nouns],б<b>у</b>кетче<br/>[Сет 14 - Именки]
wreath<br/>[Set 14 - Nouns],в<b>е</b>н<u>е</u>ц<br/>[Сет 14 - Именки]
return<br/>[Set 14 - Nouns],вр<b>а</b>ќање<br/>[Сет 14 - Именки]
goal<br/>[Set 14 - Nouns],гол<br/>[Сет 14 - Именки]
diary<br/>[Set 14 - Nouns],дн<b>е</b>вник<br/>[Сет 14 - Именки]
closing<br/>[Set 14 - Nouns],затв<b>о</b>рање<br/>[Сет 14 - Именки]
outing<br/>[Set 14 - Nouns],<b>и</b>злет<br/>[Сет 14 - Именки]
"ribbon, tape; conveyor belt<br/>[Set 14 - Nouns]",л<b>е</b>нта<br/>[Сет 14 - Именки]
event<br/>[Set 14 - Nouns],манифест<b>а</b>ција<br/>[Сет 14 - Именки]
motif<br/>[Set 14 - Nouns],м<b>о</b>тив<br/>[Сет 14 - Именки]
award<br/>[Set 14 - Nouns],н<b>а</b>града<br/>[Сет 14 - Именки]
competition<br/>[Set 14 - Nouns],н<b>а</b>тпревар<br/>[Сет 14 - Именки]
bride<br/>[Set 14 - Nouns],н<b>е</b>веста<br/>[Сет 14 - Именки]
victor<br/>[Set 14 - Nouns],п<b>о</b>бедник<br/>[Сет 14 - Именки]
poetry<br/>[Set 14 - Nouns],по<b>е</b>зија<br/>[Сет 14 - Именки]
poet<br/>[Set 14 - Nouns],п<b>о</b>ет<br/>[Сет 14 - Именки]
poetry reading<br/>[Set 14 - Nouns],п<b>о</b>етско ч<b>и</b>тање<br/>[Сет 14 - Именки]
arrival<br/>[Set 14 - Nouns],пристигн<b>у</b>вање<br/>[Сет 14 - Именки]
handball<br/>[Set 14 - Nouns],р<b>а</b>комет<br/>[Сет 14 - Именки]
"review, show<br/>[Set 14 - Nouns]",р<b>е</b>вија<br/>[Сет 14 - Именки]
result<br/>[Set 14 - Nouns],резулт<b>а</b>т<br/>[Сет 14 - Именки]
national team<br/>[Set 14 - Nouns],репрезент<b>а</b>ција<br/>[Сет 14 - Именки]
Romania<br/>[Set 14 - Nouns],Ром<b>а</b>нија<br/>[Сет 14 - Именки]
Romanian (male)<br/>[Set 14 - Nouns],Р<b>о</b>ман<u>е</u>ц<br/>[Сет 14 - Именки]
Romanian (woman)<br/>[Set 14 - Nouns],Р<b>о</b>манка<br/>[Сет 14 - Именки]
painter<br/>[Set 14 - Nouns],сл<b>и</b>кар<br/>[Сет 14 - Именки]
theme<br/>[Set 14 - Nouns],т<b>е</b>ма<br/>[Сет 14 - Именки]
terminal<br/>[Set 14 - Nouns],термин<b>а</b>л<br/>[Сет 14 - Именки]
ball<br/>[Set 14 - Nouns],т<b>о</b>пка<br/>[Сет 14 - Именки]
finale<br/>[Set 14 - Nouns],фин<b>а</b>ле<br/>[Сет 14 - Именки]
form<br/>[Set 14 - Nouns],формул<b>а</b>р<br/>[Сет 14 - Именки]
window; counter; wicket<br/>[Set 14 - Nouns],ш<b>а</b>лтер<br/>[Сет 14 - Именки]
pity<br/>[Set 14 - Nouns],шт<b>е</b>та<br/>[Сет 14 - Именки]
pleased<br/>[Set 14 - Adjectives],зад<b>о</b>вол<u>е</u>н<br/>[Сет 14 - Придавки]
detained<br/>[Set 14 - Adjectives],з<b>а</b>држан<br/>[Сет 14 - Придавки]
"even, tied<br/>[Set 14 - Adjectives]",из<b>е</b>дначен<br/>[Сет 14 - Придавки]
"of what size, how big<br/>[Set 14 - Adjectives]",к<b>о</b>лкав<br/>[Сет 14 - Придавки]
unmarried (male)<br/>[Set 14 - Adjectives],н<b>е</b>женет<br/>[Сет 14 - Придавки]
unmarried (female)<br/>[Set 14 - Adjectives],нем<b>а</b>женa<br/>[Сет 14 - Придавки]
some sort of<br/>[Set 14 - Adjectives],н<b>е</b>как<u>о</u>в<br/>[Сет 14 - Придавки]
no sort of<br/>[Set 14 - Adjectives],н<b>и</b>как<u>о</u>в<br/>[Сет 14 - Придавки]
some<br/>[Set 14 - Adjectives],н<b>е</b>кој<br/>[Сет 14 - Придавки]
no sort of<br/>[Set 14 - Adjectives],н<b>и</b>кој<br/>[Сет 14 - Придавки]
dressed<br/>[Set 14 - Adjectives],<b>о</b>блечен<br/>[Сет 14 - Придавки]
dangerous<br/>[Set 14 - Adjectives],опас<b>е</b>н<br/>[Сет 14 - Придавки]
"each, every, all kinds<br/>[Set 14 - Adjectives]",с<b>е</b>кој<br/>[Сет 14 - Придавки]
Struga<br/>[Set 14 - Adjectives],стр<b>у</b>шки<br/>[Сет 14 - Придавки]
fair<br/>[Set 14 - Adjectives],ф<b>е</b>р (invariant)<br/>[Сет 14 - Придавки]
"present, deliver<br/>[Set 14 - Verbs]",вр<b>а</b>чува/вр<b>а</b>чи<br/>[Сет 14 - Глаголи]
"allow, permit<br/>[Set 14 - Verbs]",дозв<b>о</b>лува/д<b>о</b>зволи<br/>[Сет 14 - Глаголи]
"grab, seize<br/>[Set 14 - Verbs]",д<b>о</b>фаќа/д<b>о</b>фати<br/>[Сет 14 - Глаголи]
