Copyright and License Notice. Macedonian Learning Cards v0.2<br/>[Set 06 - License],"Rendered documents are distributed under GPL. If you have any questions, please contact the author at nikita [at] pchelin [dot] ca. Project home: https://github.com/jango/macedonian-qcards<br/>[Сет 06 - Лиценца]"
bus stop<br/>[Set 06 - Nouns],"авт<span style=""text-decoration: italic;"">о</span>буска п<span style=""text-decoration: italic;"">о</span>стојка<br/>[Сет 06 - Именки]"
Albanian<br/>[Set 06 - Nouns],"<span style=""text-decoration: italic;"">А</span>лбанец, <span style=""text-decoration: italic;"">А</span>лбанка (мн. <span style=""text-decoration: italic;"">А</span>лбанци)<br/>[Сет 06 - Именки]"
Turkish bath<br/>[Set 06 - Nouns],"<span style=""text-decoration: italic;"">а</span>мам<br/>[Сет 06 - Именки]"
bath<br/>[Set 06 - Nouns],"б<span style=""text-decoration: italic;"">а</span>ња<br/>[Сет 06 - Именки]"
market (flea market)<br/>[Set 06 - Nouns],Бит пазар<br/>[Сет 06 - Именки]
"vicinity, proximity, neighborhood<br/>[Set 06 - Nouns]","бл<span style=""text-decoration: italic;"">и</span>зина<br/>[Сет 06 - Именки]"
blouse<br/>[Set 06 - Nouns],"бл<span style=""text-decoration: italic;"">у</span>за<br/>[Сет 06 - Именки]"
color<br/>[Set 06 - Nouns],"б<span style=""text-decoration: italic;"">о</span>ја<br/>[Сет 06 - Именки]"
boulevard<br/>[Set 06 - Nouns],"булев<span style=""text-decoration: italic;"">а</span>р<br/>[Сет 06 - Именки]"
boutique<br/>[Set 06 - Nouns],"б<span style=""text-decoration: italic;"">у</span>тик<br/>[Сет 06 - Именки]"
bicycle<br/>[Set 06 - Nouns],"вел<span style=""text-decoration: italic;"">о</span>сипед<br/>[Сет 06 - Именки]"
news<br/>[Set 06 - Nouns],"в<span style=""text-decoration: italic;"">е</span>сти<br/>[Сет 06 - Именки]"
Vlah<br/>[Set 06 - Nouns],"Влав, Вл<span style=""text-decoration: italic;"">а</span>инка (мн. Вл<span style=""text-decoration: italic;"">а</span>си)<br/>[Сет 06 - Именки]"
entrance<br/>[Set 06 - Nouns],влез<br/>[Сет 06 - Именки]
guide<br/>[Set 06 - Nouns],"в<span style=""text-decoration: italic;"">о</span>дич<br/>[Сет 06 - Именки]"
gallery<br/>[Set 06 - Nouns],"гал<span style=""text-decoration: italic;"">е</span>рија<br/>[Сет 06 - Именки]"
capital<br/>[Set 06 - Nouns],"гл<span style=""text-decoration: italic;"">а</span>вен град<br/>[Сет 06 - Именки]"
"grave, tomb<br/>[Set 06 - Nouns]",гроб<br/>[Сет 06 - Именки]
courtyard<br/>[Set 06 - Nouns],двор<br/>[Сет 06 - Именки]
part; region<br/>[Set 06 - Nouns],дел<br/>[Сет 06 - Именки]
denar (Macedonian currency)<br/>[Set 06 - Nouns],"д<span style=""text-decoration: italic;"">е</span>нар<br/>[Сет 06 - Именки]"
"discoteque, club<br/>[Set 06 - Nouns]","диск<span style=""text-decoration: italic;"">о</span>тека<br/>[Сет 06 - Именки]"
drama<br/>[Set 06 - Nouns],"др<span style=""text-decoration: italic;"">а</span>ма<br/>[Сет 06 - Именки]"
wood; tree<br/>[Set 06 - Nouns],дрво<br/>[Сет 06 - Именки]
