"[Copyright & License Notice]{LaTeX template is copyrighted by its author and licensed under GPL. Rendered documents and code used to generate them is copyrighted and is distributed under GNU General Public License. If you have any questions, please contact the author at nikita [at] pchelin.ca]",Copyright & License Notice
bank<br>[Set 02 - Nouns],"б<span style=""font-weight:600;"">а</span>нка<br>[Сет 02 - Именки]"
businessman<br>[Set 02 - Nouns],"бизнисм<span style=""font-weight:600;"">е</span>н<br>[Сет 02 - Именки]"
brother(s)<br>[Set 02 - Nouns],"брат (мн. бр<span style=""font-weight:600;"">а</span>ќа)<br>[Сет 02 - Именки]"
number(s)<br>[Set 02 - Nouns],"број (мн. бр<span style=""font-weight:600;"">о</span>еви)<br>[Сет 02 - Именки]"
newspaper<br>[Set 02 - Nouns],"в<span style=""font-weight:600;"">е</span>сник<br>[Сет 02 - Именки]"
wind<br>[Set 02 - Nouns],"в<span style=""font-weight:600;"">е</span>т<span style=""text-decoration: underline;"">а</span>р (мн. в<span style=""font-weight:600;"">е</span>трови)<br>[Сет 02 - Именки]"
evening<br>[Set 02 - Nouns],"в<span style=""font-weight:600;"">е</span>чер (ж)<br>[Сет 02 - Именки]"
year<br>[Set 02 - Nouns],"г<span style=""font-weight:600;"">о</span>дина<br>[Сет 02 - Именки]"
group<br>[Set 02 - Nouns],"гр<span style=""font-weight:600;"">у</span>па<br>[Сет 02 - Именки]"
child<br>[Set 02 - Nouns],"д<span style=""font-weight:600;"">е</span>те<br>[Сет 02 - Именки]"
convenience store<br>[Set 02 - Nouns],"др<span style=""font-weight:600;"">а</span>гстор<br>[Сет 02 - Именки]"
store<br>[Set 02 - Nouns],"д<span style=""font-weight:600;"">у</span>ќан<br>[Сет 02 - Именки]"
wife; woman<br>[Set 02 - Nouns],"ж<span style=""font-weight:600;"">е</span>на<br>[Сет 02 - Именки]"
building<br>[Set 02 - Nouns],"згр<span style=""font-weight:600;"">а</span>да<br>[Сет 02 - Именки]"
language<br>[Set 02 - Nouns],"ј<span style=""font-weight:600;"">а</span>зик<br>[Сет 02 - Именки]"
coffee<br>[Set 02 - Nouns],"к<span style=""font-weight:600;"">а</span>фе<br>[Сет 02 - Именки]"
waiter<br>[Set 02 - Nouns],"к<span style=""font-weight:600;"">е</span>лнер<br>[Сет 02 - Именки]"
book<br>[Set 02 - Nouns],"кн<span style=""font-weight:600;"">и</span>га<br>[Сет 02 - Именки]"
Coca-cola<br>[Set 02 - Nouns],"К<span style=""font-weight:600;"">о</span>ка-к<span style=""font-weight:600;"">о</span>ла<br>[Сет 02 - Именки]"
house<br>[Set 02 - Nouns],"к<span style=""font-weight:600;"">у</span>ќа<br>[Сет 02 - Именки]"
bread<br>[Set 02 - Nouns],леб<br>[Сет 02 - Именки]
husband; man<br>[Set 02 - Nouns],маж (мн. мажи)<br>[Сет 02 - Именки]
museum<br>[Set 02 - Nouns],"муз<span style=""font-weight:600;"">е</span>ј<br>[Сет 02 - Именки]"
park<br>[Set 02 - Nouns],парк<br>[Сет 02 - Именки]
beer<br>[Set 02 - Nouns],"п<span style=""font-weight:600;"">и</span>во<br>[Сет 02 - Именки]"
pizza<br>[Set 02 - Nouns],"п<span style=""font-weight:600;"">и</span>ца<br>[Сет 02 - Именки]"
store<br>[Set 02 - Nouns],"прод<span style=""font-weight:600;"">а</span>вница<br>[Сет 02 - Именки]"
sales clerk (male/female)<br>[Set 02 - Nouns],"пр<span style=""font-weight:600;"">о</span>давач/прод<span style=""font-weight:600;"">а</span>вачка<br>[Сет 02 - Именки]"
work<br>[Set 02 - Nouns],"р<span style=""font-weight:600;"">а</span>бота<br>[Сет 02 - Именки]"
worker;employee (male/female)<br>[Set 02 - Nouns],"р<span style=""font-weight:600;"">а</span>ботник, раб<span style=""font-weight:600;"">о</span>тничка<br>[Сет 02 - Именки]"
restaurant<br>[Set 02 - Nouns],"рестор<span style=""font-weight:600;"">а</span>н<br>[Сет 02 - Именки]"
relative<br>[Set 02 - Nouns],"р<span style=""font-weight:600;"">о</span>днина (м, ж)<br>[Сет 02 - Именки]"
village<br>[Set 02 - Nouns],"с<span style=""font-weight:600;"">е</span>ло<br>[Сет 02 - Именки]"
