"[Copyright & License Notice]{LaTeX template is copyrighted by its author and licensed under GPL. Rendered documents and code used to generate them is copyrighted and is distributed under GNU General Public License. If you have any questions, please contact the author at nikita [at] pchelin.ca]",Copyright & License Notice
misfortune<br>[Set 09 - Nouns],"б<span style=""font-weight:600;"">е</span>ља<br>[Сет 09 - Именки]"
windbreaker<br>[Set 09 - Nouns],"в<span style=""font-weight:600;"">е</span>тровка<br>[Сет 09 - Именки]"
"WC (water closet), bathroom<br>[Set 09 - Nouns]","в<span style=""font-weight:600;"">е</span>це<br>[Сет 09 - Именки]"
wolf<br>[Set 09 - Nouns],"волк (мн. в<span style=""font-weight:600;"">о</span>лци)<br>[Сет 09 - Именки]"
thunder<br>[Set 09 - Nouns],грмеж<br>[Сет 09 - Именки]
rain<br>[Set 09 - Nouns],дожд<br>[Сет 09 - Именки]
tree<br>[Set 09 - Nouns],дрво (мн. дрвја)<br>[Сет 09 - Именки]
autumn<br>[Set 09 - Nouns],"<span style=""font-weight:600;"">е</span>сен (ж)<br>[Сет 09 - Именки]"
animal<br>[Set 09 - Nouns],"ж<span style=""font-weight:600;"">и</span>вотно (мн. ж<span style=""font-weight:600;"">и</span>вотни)<br>[Сет 09 - Именки]"
"ground, earth; country<br>[Set 09 - Nouns]","з<span style=""font-weight:600;"">е</span>мја<br>[Сет 09 - Именки]"
hat<br>[Set 09 - Nouns],"к<span style=""font-weight:600;"">а</span>па<br>[Сет 09 - Именки]"
overcoat<br>[Set 09 - Nouns],"к<span style=""font-weight:600;"">а</span>пут<br>[Сет 09 - Именки]"
short story<br>[Set 09 - Nouns],"кус р<span style=""font-weight:600;"">а</span>сказ<br>[Сет 09 - Именки]"
summer vacation<br>[Set 09 - Nouns],"лет<span style=""font-weight:600;"">у</span>вање<br>[Сет 09 - Именки]"
fog<br>[Set 09 - Nouns],"м<span style=""font-weight:600;"">а</span>гла<br>[Сет 09 - Именки]"
raincoat<br>[Set 09 - Nouns],"м<span style=""font-weight:600;"">а</span>нтил за дожд<br>[Сет 09 - Именки]"
"shawl, scarf, kerchief<br>[Set 09 - Nouns]","м<span style=""font-weight:600;"">а</span>рама<br>[Сет 09 - Именки]"
lightening<br>[Set 09 - Nouns],"м<span style=""font-weight:600;"">о</span>лња<br>[Сет 09 - Именки]"
sky<br>[Set 09 - Nouns],"н<span style=""font-weight:600;"">е</span>бо<br>[Сет 09 - Именки]"
cloud<br>[Set 09 - Nouns],"<span style=""font-weight:600;"">о</span>блак<br>[Сет 09 - Именки]"
story<br>[Set 09 - Nouns],"пр<span style=""font-weight:600;"">и</span>казна<br>[Сет 09 - Именки]"
spring<br>[Set 09 - Nouns],"пр<span style=""font-weight:600;"">о</span>лет (ж) (пр<span style=""font-weight:600;"">о</span>летта)<br>[Сет 09 - Именки]"
mitten<br>[Set 09 - Nouns],"рак<span style=""font-weight:600;"">а</span>вица<br>[Сет 09 - Именки]"
order<br>[Set 09 - Nouns],ред<br>[Сет 09 - Именки]
snow<br>[Set 09 - Nouns],снег<br>[Сет 09 - Именки]
sun<br>[Set 09 - Nouns],"с<span style=""font-weight:600;"">о</span>нце<br>[Сет 09 - Именки]"
umbrella<br>[Set 09 - Nouns],"ч<span style=""font-weight:600;"">а</span>дор<br>[Сет 09 - Именки]"
pocket<br>[Set 09 - Nouns],џеб<br>[Сет 09 - Именки]
scarf<br>[Set 09 - Nouns],шал<br>[Сет 09 - Именки]
cup<br>[Set 09 - Nouns],"ш<span style=""font-weight:600;"">о</span>лја<br>[Сет 09 - Именки]"
this type<br>[Set 09 - Adjectives],"в<span style=""font-weight:600;"">а</span>к<span style=""text-decoration: underline;"">о</span>в<br>[Сет 09 - Придавки]"
boring<br>[Set 09 - Adjectives],"д<span style=""font-weight:600;"">о</span>сад<span style=""text-decoration: underline;"">е</span>н<br>[Сет 09 - Придавки]"
hot<br>[Set 09 - Adjectives],"ж<span style=""font-weight:600;"">е</span>ж<span style=""text-decoration: underline;"">о</span>к (ж<span style=""font-weight:600;"">е</span>шкa)<br>[Сет 09 - Придавки]"
short<br>[Set 09 - Adjectives],кус<br>[Сет 09 - Придавки]
dark; overcast<br>[Set 09 - Adjectives],"мр<span style=""font-weight:600;"">а</span>ч<span style=""text-decoration: underline;"">е</span>н<br>[Сет 09 - Придавки]"
cloudy<br>[Set 09 - Adjectives],"<span style=""font-weight:600;"">о</span>блач<span style=""text-decoration: underline;"">е</span>н<br>[Сет 09 - Придавки]"
that type<br>[Set 09 - Adjectives],"<span style=""font-weight:600;"">о</span>нак<span style=""text-decoration: underline;"">о</span>в<br>[Сет 09 - Придавки]"
alone; single<br>[Set 09 - Adjectives],сам<br>[Сет 09 - Придавки]
grey<br>[Set 09 - Adjectives],сив<br>[Сет 09 - Придавки]
blue<br>[Set 09 - Adjectives],син<br>[Сет 09 - Придавки]
weak; thin; light rain<br>[Set 09 - Adjectives],слаб; слаб дожд<br>[Сет 09 - Придавки]
cold<br>[Set 09 - Adjectives],"ст<span style=""font-weight:600;"">у</span>ден<br>[Сет 09 - Придавки]"
dry<br>[Set 09 - Adjectives],сув<br>[Сет 09 - Придавки]
such a type<br>[Set 09 - Adjectives],"т<span style=""font-weight:600;"">а</span>к<span style=""text-decoration: underline;"">о</span>в<br>[Сет 09 - Придавки]"
dark; cloudy<br>[Set 09 - Adjectives],"т<span style=""font-weight:600;"">е</span>м<span style=""text-decoration: underline;"">е</span>н<br>[Сет 09 - Придавки]"
warm<br>[Set 09 - Adjectives],"т<span style=""font-weight:600;"">о</span>п<span style=""text-decoration: underline;"">о</span>л<br>[Сет 09 - Придавки]"
"whole, entire<br>[Set 09 - Adjectives]",цел<br>[Сет 09 - Придавки]
call<br>[Set 09 - Verbs],"вика/в<span style=""font-weight:600;"">и</span>кне<br>[Сет 09 - Глаголи]"
"rain, snow<br>[Set 09 - Verbs]","врне/з<span style=""font-weight:600;"">а</span>врне<br>[Сет 09 - Глаголи]"
approach<br>[Set 09 - Verbs],"се добл<span style=""font-weight:600;"">и</span>жува/се д<span style=""font-weight:600;"">о</span>ближи<br>[Сет 09 - Глаголи]"
take<br>[Set 09 - Verbs],"з<span style=""font-weight:600;"">е</span>ма/з<span style=""font-weight:600;"">е</span>ме (а. з<span style=""font-weight:600;"">е</span>дов, з<span style=""font-weight:600;"">е</span>де)<br>[Сет 09 - Глаголи]"
"lease, hire, rent<br>[Set 09 - Verbs]","изн<span style=""font-weight:600;"">а</span>јмува/<span style=""font-weight:600;"">и</span>знајми<br>[Сет 09 - Глаголи]"
lie<br>[Set 09 - Verbs],"л<span style=""font-weight:600;"">е</span>жи<br>[Сет 09 - Глаголи]"
be frightened<br>[Set 09 - Verbs],"се пл<span style=""font-weight:600;"">а</span>ши/се <span style=""font-weight:600;"">и</span>сплаши<br>[Сет 09 - Глаголи]"
ask<br>[Set 09 - Verbs],"пр<span style=""font-weight:600;"">а</span>шува/пр<span style=""font-weight:600;"">а</span>ша к<span style=""font-weight:600;"">о</span>го<br>[Сет 09 - Глаголи]"
"stop, cease<br>[Set 09 - Verbs]","прест<span style=""font-weight:600;"">а</span>нува/пр<span style=""font-weight:600;"">е</span>стане<br>[Сет 09 - Глаголи]"
"let, permit<br>[Set 09 - Verbs]","п<span style=""font-weight:600;"">у</span>шта/п<span style=""font-weight:600;"">у</span>шти<br>[Сет 09 - Глаголи]"
"tell a story, narrate an event<br>[Set 09 - Verbs]","раск<span style=""font-weight:600;"">а</span>жува/р<span style=""font-weight:600;"">а</span>скаже<br>[Сет 09 - Глаголи]"
throw<br>[Set 09 - Verbs],фрла/фрли<br>[Сет 09 - Глаголи]
in this manner<br>[Set 09 - Adverbs],"в<span style=""font-weight:600;"">а</span>ка<br>[Сет 09 - Прилози]"
"this way, hither<br>[Set 09 - Adverbs]","в<span style=""font-weight:600;"">а</span>му<br>[Сет 09 - Прилози]"
inside<br>[Set 09 - Adverbs],"вн<span style=""font-weight:600;"">а</span>тре<br>[Сет 09 - Прилози]"
this size<br>[Set 09 - Adverbs],"(в)<span style=""font-weight:600;"">о</span>лкав<br>[Сет 09 - Прилози]"
this amount<br>[Set 09 - Adverbs],"(в)<span style=""font-weight:600;"">о</span>лку<br>[Сет 09 - Прилози]"
how many<br>[Set 09 - Adverbs],"к<span style=""font-weight:600;"">о</span>лку<br>[Сет 09 - Прилози]"
"so many, how many<br>[Set 09 - Adverbs]","колк<span style=""font-weight:600;"">у</span>мина<br>[Сет 09 - Прилози]"
"forward, ahead<br>[Set 09 - Adverbs]","н<span style=""font-weight:600;"">а</span>пред<br>[Сет 09 - Прилози]"
somewhere<br>[Set 09 - Adverbs],"н<span style=""font-weight:600;"">е</span>каде<br>[Сет 09 - Прилози]"
somehow<br>[Set 09 - Adverbs],"н<span style=""font-weight:600;"">е</span>како<br>[Сет 09 - Прилози]"
never<br>[Set 09 - Adverbs],"н<span style=""font-weight:600;"">и</span>когаш<br>[Сет 09 - Прилози]"
long ago; for a long time<br>[Set 09 - Adverbs],"<span style=""font-weight:600;"">о</span>дамна<br>[Сет 09 - Прилози]"
in that manner<br>[Set 09 - Adverbs],"<span style=""font-weight:600;"">о</span>нака<br>[Сет 09 - Прилози]"
that type<br>[Set 09 - Adverbs],"<span style=""font-weight:600;"">о</span>наков<br>[Сет 09 - Прилози]"
"that way, thither<br>[Set 09 - Adverbs]","<span style=""font-weight:600;"">о</span>наму<br>[Сет 09 - Прилози]"
over there<br>[Set 09 - Adverbs],"<span style=""font-weight:600;"">о</span>нде<br>[Сет 09 - Прилози]"
that amount<br>[Set 09 - Adverbs],"<span style=""font-weight:600;"">о</span>нолку<br>[Сет 09 - Прилози]"
earlier<br>[Set 09 - Adverbs],"п<span style=""font-weight:600;"">о</span>рано<br>[Сет 09 - Прилози]"
constantly<br>[Set 09 - Adverbs],"пост<span style=""font-weight:600;"">о</span>јано<br>[Сет 09 - Прилози]"
last night<br>[Set 09 - Adverbs],"с<span style=""font-weight:600;"">и</span>ноќа<br>[Сет 09 - Прилози]"
"then, at that time<br>[Set 09 - Adverbs]","т<span style=""font-weight:600;"">о</span>гаш<br>[Сет 09 - Прилози]"
such a type<br>[Set 09 - Adverbs],"т<span style=""font-weight:600;"">о</span>лкав<br>[Сет 09 - Прилози]"
"so much, so many<br>[Set 09 - Adverbs]","т<span style=""font-weight:600;"">о</span>лку<br>[Сет 09 - Прилози]"
often<br>[Set 09 - Adverbs],"ч<span style=""font-weight:600;"">е</span>сто<br>[Сет 09 - Прилози]"
and so<br>[Set 09 - Conjunction],та<br>[Сет 09 - Сврзник]
let<br>[Set 09 - Other words],"н<span style=""font-weight:600;"">е</span>ка<br>[Сет 09 - Други зборови]"
not even<br>[Set 09 - Other words],"н<span style=""font-weight:600;"">и</span>ту<br>[Сет 09 - Други зборови]"
