"[Copyright & License Notice]{LaTeX template is copyrighted by its author and licensed under GPL. Rendered documents and code used to generate them is copyrighted and is distributed under GNU General Public License. If you have any questions, please contact the author at nikita [at] pchelin.ca]",Copyright & License Notice
pearl<br>[Set 15 - Nouns],"б<span style=""font-weight:600;"">и</span>сер<br>[Сет 15 - Именки]"
childhood<br>[Set 15 - Nouns],"д<span style=""font-weight:600;"">е</span>тство<br>[Сет 15 - Именки]"
experience<br>[Set 15 - Nouns],"дожив<span style=""font-weight:600;"">у</span>вање<br>[Сет 15 - Именки]"
soul<br>[Set 15 - Nouns],"д<span style=""font-weight:600;"">у</span>ша<br>[Сет 15 - Именки]"
earthquake<br>[Set 15 - Nouns],"з<span style=""font-weight:600;"">е</span>мјотрес<br>[Сет 15 - Именки]"
small cafe<br>[Set 15 - Nouns],"к<span style=""font-weight:600;"">а</span>фуле<br>[Сет 15 - Именки]"
groom [plural may refer to bride and groom]<br>[Set 15 - Nouns],"млад<span style=""font-weight:600;"">о</span>женец<br>[Сет 15 - Именки]"
youth<br>[Set 15 - Nouns],"мл<span style=""font-weight:600;"">а</span>дост (ж)<br>[Сет 15 - Именки]"
nostalgia<br>[Set 15 - Nouns],"ност<span style=""font-weight:600;"">а</span>лгија<br>[Сет 15 - Именки]"
sheep<br>[Set 15 - Nouns],"<span style=""font-weight:600;"">о</span>вца<br>[Сет 15 - Именки]"
going; walking<br>[Set 15 - Nouns],"<span style=""font-weight:600;"">о</span>дење<br>[Сет 15 - Именки]"
"bosom, breast<br>[Set 15 - Nouns]","п<span style=""font-weight:600;"">а</span>зува<br>[Сет 15 - Именки]"
cave<br>[Set 15 - Nouns],"п<span style=""font-weight:600;"">е</span>штера<br>[Сет 15 - Именки]"
"shrill sound; screech, scream<br>[Set 15 - Nouns]","п<span style=""font-weight:600;"">и</span>скот<br>[Сет 15 - Именки]"
"view, sight, outlook<br>[Set 15 - Nouns]","п<span style=""font-weight:600;"">о</span>глед<br>[Сет 15 - Именки]"
help<br>[Set 15 - Nouns],"п<span style=""font-weight:600;"">о</span>мош (ж)<br>[Сет 15 - Именки]"
product<br>[Set 15 - Nouns],"пр<span style=""font-weight:600;"">о</span>извод<br>[Сет 15 - Именки]"
hill<br>[Set 15 - Nouns],рид<br>[Сет 15 - Именки]
candle<br>[Set 15 - Nouns],"св<span style=""font-weight:600;"">е</span>ќа<br>[Сет 15 - Именки]"
hay<br>[Set 15 - Nouns],"с<span style=""font-weight:600;"">е</span>но<br>[Сет 15 - Именки]"
"reminiscence, recollection<br>[Set 15 - Nouns]","сеќ<span style=""font-weight:600;"">а</span>вање<br>[Сет 15 - Именки]"
synagogue<br>[Set 15 - Nouns],"синаг<span style=""font-weight:600;"">о</span>га<br>[Сет 15 - Именки]"
sunflower<br>[Set 15 - Nouns],"с<span style=""font-weight:600;"">о</span>нчоглед<br>[Сет 15 - Именки]"
"hayrick, haystack<br>[Set 15 - Nouns]","ст<span style=""font-weight:600;"">о</span>г (с<span style=""font-weight:600;"">е</span>но)<br>[Сет 15 - Именки]"
course<br>[Set 15 - Nouns],тек<br>[Сет 15 - Именки]
company<br>[Set 15 - Nouns],"ф<span style=""font-weight:600;"">и</span>рма<br>[Сет 15 - Именки]"
fresco<br>[Set 15 - Nouns],"фр<span style=""font-weight:600;"">е</span>ска<br>[Сет 15 - Именки]"
"naked, bare<br>[Set 15 - Adjectives]",гол<br>[Сет 15 - Придавки]
angry<br>[Set 15 - Adjectives],"н<span style=""font-weight:600;"">а</span>лутен<br>[Сет 15 - Придавки]"
