"[Copyright & License Notice]{LaTeX template is copyrighted by its author and licensed under GPL. Rendered documents and code used to generate them is copyrighted and is distributed under GNU General Public License. If you have any questions, please contact the author at nikita [at] pchelin.ca]",Copyright & License Notice
library<br>[Set 07 - Nouns],"библи<span style=""font-weight:600;"">о</span>тека<br>[Сет 07 - Именки]"
biology<br>[Set 07 - Nouns],"биол<span style=""font-weight:600;"">о</span>гија<br>[Сет 07 - Именки]"
Christmas<br>[Set 07 - Nouns],"Б<span style=""font-weight:600;"">о</span>жиќ<br>[Сет 07 - Именки]"
"exercise, drill<br>[Set 07 - Nouns]","в<span style=""font-weight:600;"">е</span>жба<br>[Сет 07 - Именки]"
high school<br>[Set 07 - Nouns],"гимн<span style=""font-weight:600;"">а</span>зија<br>[Сет 07 - Именки]"
December<br>[Set 07 - Nouns],"дек<span style=""font-weight:600;"">е</span>мври (м)<br>[Сет 07 - Именки]"
document<br>[Set 07 - Nouns],"д<span style=""font-weight:600;"">о</span>кумент<br>[Сет 07 - Именки]"
homework<br>[Set 07 - Nouns],"д<span style=""font-weight:600;"">о</span>машна р<span style=""font-weight:600;"">а</span>бота<br>[Сет 07 - Именки]"
friend (diminutive)<br>[Set 07 - Nouns],"др<span style=""font-weight:600;"">у</span>гарче<br>[Сет 07 - Именки]"
friendship<br>[Set 07 - Nouns],"др<span style=""font-weight:600;"">у</span>жење<br>[Сет 07 - Именки]"
company<br>[Set 07 - Nouns],"др<span style=""font-weight:600;"">у</span>штво<br>[Сет 07 - Именки]"
explosion<br>[Set 07 - Nouns],"експл<span style=""font-weight:600;"">о</span>зија<br>[Сет 07 - Именки]"
"sorrow, pity<br>[Set 07 - Nouns]",жал<br>[Сет 07 - Именки]
dance<br>[Set 07 - Nouns],"<span style=""font-weight:600;"">и</span>гранка<br>[Сет 07 - Именки]"
the future<br>[Set 07 - Nouns],"<span style=""font-weight:600;"">и</span>днина<br>[Сет 07 - Именки]"
test<br>[Set 07 - Nouns],"<span style=""font-weight:600;"">и</span>спит<br>[Сет 07 - Именки]"
rent<br>[Set 07 - Nouns],"к<span style=""font-weight:600;"">и</span>рија<br>[Сет 07 - Именки]"
midyear exam<br>[Set 07 - Nouns],"кол<span style=""font-weight:600;"">о</span>квиум<br>[Сет 07 - Именки]"
course<br>[Set 07 - Nouns],"курс (мн. к<span style=""font-weight:600;"">у</span>рсеви)<br>[Сет 07 - Именки]"
literature<br>[Set 07 - Nouns],"литерат<span style=""font-weight:600;"">у</span>ра<br>[Сет 07 - Именки]"
Nova Scotia<br>[Set 07 - Nouns],"Н<span style=""font-weight:600;"">о</span>ва Шк<span style=""font-weight:600;"">о</span>тска<br>[Сет 07 - Именки]"
education<br>[Set 07 - Nouns],"образ<span style=""font-weight:600;"">о</span>вание<br>[Сет 07 - Именки]"
"class, grade in school<br>[Set 07 - Nouns]","одд<span style=""font-weight:600;"">е</span>ление<br>[Сет 07 - Именки]"
primary school<br>[Set 07 - Nouns],"<span style=""font-weight:600;"">о</span>сновно уч<span style=""font-weight:600;"">и</span>лиште<br>[Сет 07 - Именки]"
coin<br>[Set 07 - Nouns],"п<span style=""font-weight:600;"">а</span>ричка<br>[Сет 07 - Именки]"
"present, gift<br>[Set 07 - Nouns]","п<span style=""font-weight:600;"">о</span>дарок<br>[Сет 07 - Именки]"
invitation<br>[Set 07 - Nouns],"п<span style=""font-weight:600;"">о</span>кана<br>[Сет 07 - Именки]"
politics<br>[Set 07 - Nouns],"п<span style=""font-weight:600;"">о</span>литика<br>[Сет 07 - Именки]"
political science<br>[Set 07 - Nouns],"пол<span style=""font-weight:600;"">и</span>тички н<span style=""font-weight:600;"">а</span>уки<br>[Сет 07 - Именки]"
postgraduate study<br>[Set 07 - Nouns],"постд<span style=""font-weight:600;"">и</span>пломски ст<span style=""font-weight:600;"">у</span>дии<br>[Сет 07 - Именки]"
law<br>[Set 07 - Nouns],"пр<span style=""font-weight:600;"">а</span>вo<br>[Сет 07 - Именки]"
lecture<br>[Set 07 - Nouns],"ред<span style=""font-weight:600;"">а</span>вање<br>[Сет 07 - Именки]"
subject<br>[Set 07 - Nouns],"пр<span style=""font-weight:600;"">е</span>дмет<br>[Сет 07 - Именки]"
presentation<br>[Set 07 - Nouns],"презент<span style=""font-weight:600;"">а</span>ција<br>[Сет 07 - Именки]"
performance<br>[Set 07 - Nouns],"пр<span style=""font-weight:600;"">е</span>тстава<br>[Сет 07 - Именки]"
application<br>[Set 07 - Nouns],"п<span style=""font-weight:600;"">р</span>ијава<br>[Сет 07 - Именки]"
difference<br>[Set 07 - Nouns],"р<span style=""font-weight:600;"">а</span>злика<br>[Сет 07 - Именки]"
vacation; school break<br>[Set 07 - Nouns],"р<span style=""font-weight:600;"">а</span>спуст<br>[Сет 07 - Именки]"
religion<br>[Set 07 - Nouns],"рел<span style=""font-weight:600;"">и</span>гија<br>[Сет 07 - Именки]"
Saturday<br>[Set 07 - Nouns],"с<span style=""font-weight:600;"">а</span>бота<br>[Сет 07 - Именки]"
"hall (music, sports, conferences, etc)<br>[Set 07 - Nouns]","с<span style=""font-weight:600;"">а</span>ла<br>[Сет 07 - Именки]"
"sarma (stuffed vegetables, e.g. cabbage or grape leaves)<br>[Set 07 - Nouns]","с<span style=""font-weight:600;"">а</span>рма<br>[Сет 07 - Именки]"
world<br>[Set 07 - Nouns],свет<br>[Сет 07 - Именки]
system<br>[Set 07 - Nouns],"с<span style=""font-weight:600;"">и</span>стем<br>[Сет 07 - Именки]"
sociology<br>[Set 07 - Nouns],"социол<span style=""font-weight:600;"">о</span>гија<br>[Сет 07 - Именки]"
high school<br>[Set 07 - Nouns],"ср<span style=""font-weight:600;"">е</span>дно уч<span style=""font-weight:600;"">и</span>лиште<br>[Сет 07 - Именки]"
fellowship award<br>[Set 07 - Nouns],"стип<span style=""font-weight:600;"">е</span>ндија<br>[Сет 07 - Именки]"
dormitory<br>[Set 07 - Nouns],"студ<span style=""font-weight:600;"">е</span>нтски дом<br>[Сет 07 - Именки]"
"study, project; studies<br>[Set 07 - Nouns]","ст<span style=""font-weight:600;"">у</span>дија; ст<span style=""font-weight:600;"">у</span>дии<br>[Сет 07 - Именки]"
test<br>[Set 07 - Nouns],тест<br>[Сет 07 - Именки]
university<br>[Set 07 - Nouns],"универзит<span style=""font-weight:600;"">е</span>т<br>[Сет 07 - Именки]"
studying<br>[Set 07 - Nouns],"уч<span style=""font-weight:600;"">е</span>ње<br>[Сет 07 - Именки]"
faculty of architecture<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т архитект<span style=""font-weight:600;"">о</span>нски<br>[Сет 07 - Именки]"
faculty of engineering<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т гр<span style=""font-weight:600;"">а</span>дежен<br>[Сет 07 - Именки]"
faculty of economics<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т eкон<span style=""font-weight:600;"">о</span>мски<br>[Сет 07 - Именки]"
faculty of agriculture<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т земј<span style=""font-weight:600;"">о</span>делски<br>[Сет 07 - Именки]"
faculty of mechanical engineering<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т м<span style=""font-weight:600;"">а</span>шински<br>[Сет 07 - Именки]"
faculty of medicine<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т медиц<span style=""font-weight:600;"">и</span>нски<br>[Сет 07 - Именки]"
faculty of law<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т пр<span style=""font-weight:600;"">а</span>вен<br>[Сет 07 - Именки]"
faculty of dentistry<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т стоматол<span style=""font-weight:600;"">о</span>шки<br>[Сет 07 - Именки]"
faculty of physical education<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т ф<span style=""font-weight:600;"">и</span>зичка к<span style=""font-weight:600;"">у</span>лтура<br>[Сет 07 - Именки]"
faculty of philology (languages and literature)<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т филол<span style=""font-weight:600;"">о</span>шки<br>[Сет 07 - Именки]"
faculty of dramatic arts<br>[Set 07 - Nouns],"факулт<span style=""font-weight:600;"">е</span>т за др<span style=""font-weight:600;"">а</span>мски ум<span style=""font-weight:600;"">е</span>тности<br>[Сет 07 - Именки]"
