"[Copyright & License Notice]{LaTeX template is copyrighted by its author and licensed under GPL. Rendered documents and code used to generate them is copyrighted and is distributed under GNU General Public License. If you have any questions, please contact the author at nikita [at] pchelin.ca]",Copyright & License Notice
Australian (male/female)<br>[Set 01 - Nouns],"Австр<span style=""font-weight:600;"">а</span>лиец, Австр<span style=""font-weight:600;"">а</span>лијка<br>[Сет 01 - Именки]"
Australians<br>[Set 01 - Nouns],"Австр<span style=""font-weight:600;"">а</span>лијци<br>[Сет 01 - Именки]"
lawyer<br>[Set 01 - Nouns],"адвок<span style=""font-weight:600;"">а</span>т (м)<br>[Сет 01 - Именки]"
American (male/female)<br>[Set 01 - Nouns],"Амер<span style=""font-weight:600;"">и</span>кан<span style=""text-decoration: underline;"">е</span>ц, Амер<span style=""font-weight:600;"">и</span>канка<br>[Сет 01 - Именки]"
Americans<br>[Set 01 - Nouns],"Амер<span style=""font-weight:600;"">и</span>канци<br>[Сет 01 - Именки]"
England<br>[Set 01 - Nouns],"<span style=""font-weight:600;"">А</span>нглија<br>[Сет 01 - Именки]"
English (male/female)<br>[Set 01 - Nouns],"Англ<span style=""font-weight:600;"">и</span>чанец, Англ<span style=""font-weight:600;"">и</span>чанка<br>[Сет 01 - Именки]"
drugstore<br>[Set 01 - Nouns],"<span style=""font-weight:600;"">а</span>птека<br>[Сет 01 - Именки]"
architect<br>[Set 01 - Nouns],"архит<span style=""font-weight:600;"">е</span>кт<br>[Сет 01 - Именки]"
grandmother<br>[Set 01 - Nouns],"б<span style=""font-weight:600;"">а</span>ба<br>[Сет 01 - Именки]"
whiteboard<br>[Set 01 - Nouns],"б<span style=""font-weight:600;"">е</span>ла т<span style=""font-weight:600;"">а</span>бла<br>[Сет 01 - Именки]"
brother<br>[Set 01 - Nouns],брат<br>[Сет 01 - Именки]
door<br>[Set 01 - Nouns],"вр<span style=""font-weight:600;"">а</span>та<br>[Сет 01 - Именки]"
city<br>[Set 01 - Nouns],град<br>[Сет 01 - Именки]
eraser; rubber<br>[Set 01 - Nouns],"г<span style=""font-weight:600;"">у</span>ма<br>[Сет 01 - Именки]"
grandfather<br>[Set 01 - Nouns],"д<span style=""font-weight:600;"">е</span>до<br>[Сет 01 - Именки]"
country<br>[Set 01 - Nouns],"з<span style=""font-weight:600;"">е</span>мја<br>[Сет 01 - Именки]"
name<br>[Set 01 - Nouns],"<span style=""font-weight:600;"">и</span>ме<br>[Сет 01 - Именки]"
engineer<br>[Set 01 - Nouns],"инжен<span style=""font-weight:600;"">е</span>р<br>[Сет 01 - Именки]"
Canadian (male/female)<br>[Set 01 - Nouns],"Кан<span style=""font-weight:600;"">а</span>ѓанец, Кан<span style=""font-weight:600;"">а</span>ѓанка<br>[Сет 01 - Именки]"
Canadians<br>[Set 01 - Nouns],"Кан<span style=""font-weight:600;"">а</span>ѓани<br>[Сет 01 - Именки]"
movie theatre<br>[Set 01 - Nouns],"к<span style=""font-weight:600;"">и</span>но<br>[Сет 01 - Именки]"
"school desk, bench<br>[Set 01 - Nouns]","кл<span style=""font-weight:600;"">у</span>па<br>[Сет 01 - Именки]"
chalk<br>[Set 01 - Nouns],"кр<span style=""font-weight:600;"">е</span>да<br>[Сет 01 - Именки]"
doctor (male/female)<br>[Set 01 - Nouns],"л<span style=""font-weight:600;"">е</span>кар/л<span style=""font-weight:600;"">е</span>карка<br>[Сет 01 - Именки]"
mother<br>[Set 01 - Nouns],"м<span style=""font-weight:600;"">а</span>јка<br>[Сет 01 - Именки]"
