"[Copyright & License Notice]{LaTeX template is copyrighted by its author and licensed under GPL. Rendered documents and code used to generate them is copyrighted and is distributed under GNU General Public License. If you have any questions, please contact the author at nikita [at] pchelin.ca]",Copyright & License Notice
airplane ticket<br>[Set 13 - Nouns],"ави<span style=""font-weight:600;"">о</span>нска к<span style=""font-weight:600;"">а</span>рта<br>[Сет 13 - Именки]"
airport<br>[Set 13 - Nouns],"аеродр<span style=""font-weight:600;"">о</span>м<br>[Сет 13 - Именки]"
baggage<br>[Set 13 - Nouns],"б<span style=""font-weight:600;"">а</span>гаж<br>[Сет 13 - Именки]"
blouse<br>[Set 13 - Nouns],"бл<span style=""font-weight:600;"">у</span>за<br>[Сет 13 - Именки]"
pine<br>[Set 13 - Nouns],бор<br>[Сет 13 - Именки]
razor<br>[Set 13 - Nouns],брич<br>[Сет 13 - Именки]
ship<br>[Set 13 - Nouns],брод<br>[Сет 13 - Именки]
century<br>[Set 13 - Nouns],век<br>[Сет 13 - Именки]
summit<br>[Set 13 - Nouns],врв<br>[Сет 13 - Именки]
underpants<br>[Set 13 - Nouns],"г<span style=""font-weight:600;"">а</span>ќи<br>[Сет 13 - Именки]"
swimming trunks<br>[Set 13 - Nouns],"г<span style=""font-weight:600;"">а</span>ќи за к<span style=""font-weight:600;"">а</span>пење<br>[Сет 13 - Именки]"
border<br>[Set 13 - Nouns],"гр<span style=""font-weight:600;"">а</span>ница<br>[Сет 13 - Именки]"
valley<br>[Set 13 - Nouns],"д<span style=""font-weight:600;"">о</span>лина<br>[Сет 13 - Именки]"
underwear<br>[Set 13 - Nouns],"д<span style=""font-weight:600;"">о</span>лна <span style=""font-weight:600;"">о</span>блека<br>[Сет 13 - Именки]"
Aegean Sea<br>[Set 13 - Nouns],"<span style=""font-weight:600;"">Е</span>гејско М<span style=""font-weight:600;"">о</span>ре<br>[Сет 13 - Именки]"
skirt<br>[Set 13 - Nouns],"зд<span style=""font-weight:600;"">о</span>лниште<br>[Сет 13 - Именки]"
"hat, cap<br>[Set 13 - Nouns]","к<span style=""font-weight:600;"">а</span>па<br>[Сет 13 - Именки]"
map; ticket; card<br>[Set 13 - Nouns],"к<span style=""font-weight:600;"">а</span>рта<br>[Сет 13 - Именки]"
climate<br>[Set 13 - Nouns],"кл<span style=""font-weight:600;"">и</span>ма<br>[Сет 13 - Именки]"
conference<br>[Set 13 - Nouns],"конфер<span style=""font-weight:600;"">е</span>нција<br>[Сет 13 - Именки]"
bathing suit<br>[Set 13 - Nouns],"к<span style=""font-weight:600;"">о</span>стим за к<span style=""font-weight:600;"">а</span>пење<br>[Сет 13 - Именки]"
"valley, basin<br>[Set 13 - Nouns]","к<span style=""font-weight:600;"">о</span>тлина<br>[Сет 13 - Именки]"
necktie<br>[Set 13 - Nouns],"крав<span style=""font-weight:600;"">а</span>та<br>[Сет 13 - Именки]"
"towel; rag, cloth<br>[Set 13 - Nouns]",крпа<br>[Сет 13 - Именки]
suitcase<br>[Set 13 - Nouns],"к<span style=""font-weight:600;"">у</span>фер<br>[Сет 13 - Именки]"
leaf<br>[Set 13 - Nouns],"л<span style=""font-weight:600;"">и</span>ст<br>[Сет 13 - Именки]"
overcoat<br>[Set 13 - Nouns],"м<span style=""font-weight:600;"">а</span>нтил<br>[Сет 13 - Именки]"
molika; Balkan pine<br>[Set 13 - Nouns],"м<span style=""font-weight:600;"">о</span>лика<br>[Сет 13 - Именки]"
sunglasses<br>[Set 13 - Nouns],"<span style=""font-weight:600;"">о</span>чила за с<span style=""font-weight:600;"">о</span>нце<br>[Сет 13 - Именки]"
packing<br>[Set 13 - Nouns],"пак<span style=""font-weight:600;"">у</span>вање<br>[Сет 13 - Именки]"
pair<br>[Set 13 - Nouns],пар<br>[Сет 13 - Именки]
passport<br>[Set 13 - Nouns],"п<span style=""font-weight:600;"">а</span>сош<br>[Сет 13 - Именки]"
toothpaste<br>[Set 13 - Nouns],"п<span style=""font-weight:600;"">а</span>ста за з<span style=""font-weight:600;"">а</span>би<br>[Сет 13 - Именки]"
"road, path<br>[Set 13 - Nouns]","пат (мн. п<span style=""font-weight:600;"">а</span>тишта)<br>[Сет 13 - Именки]"
"sneaker, running shoe<br>[Set 13 - Nouns]","п<span style=""font-weight:600;"">а</span>тика<br>[Сет 13 - Именки]"
towel<br>[Set 13 - Nouns],"п<span style=""font-weight:600;"">е</span>шкир<br>[Сет 13 - Именки]"
pyjamas<br>[Set 13 - Nouns],"пиџ<span style=""font-weight:600;"">а</span>ми, пиж<span style=""font-weight:600;"">а</span>ми<br>[Сет 13 - Именки]"
pair<br>[Set 13 - Nouns],"р<span style=""font-weight:600;"">а</span>ло<br>[Сет 13 - Именки]"
plain<br>[Set 13 - Nouns],"р<span style=""font-weight:600;"">а</span>мнина<br>[Сет 13 - Именки]"
belt<br>[Set 13 - Nouns],"р<span style=""font-weight:600;"">е</span>мен<br>[Сет 13 - Именки]"
sports coat<br>[Set 13 - Nouns],"сак<span style=""font-weight:600;"">о</span><br>[Сет 13 - Именки]"
list<br>[Set 13 - Nouns],"сп<span style=""font-weight:600;"">и</span>сок<br>[Сет 13 - Именки]"
abroad<br>[Set 13 - Nouns],"стр<span style=""font-weight:600;"">а</span>нство (во...)<br>[Сет 13 - Именки]"
transportation<br>[Set 13 - Nouns],"тр<span style=""font-weight:600;"">а</span>нспорт<br>[Сет 13 - Именки]"
departure<br>[Set 13 - Nouns],"тргн<span style=""font-weight:600;"">у</span>вање<br>[Сет 13 - Именки]"
